src_text,tgt_text,author,filename
وہ جو کہے پڑھا کرو جو نہ کہے سنا کرو,vo jo kahe paḍhā karo jo na kahe sunā karo,nida-fazli,achchhii-nahiin-ye-khaamushii-shikva-karo-gila-karo-nida-fazli-ghazals
میری نشست پہ بھی کل آئے گا کوئی دوسرا,merī nashist pe bhī kal aa.egā koī dūsrā,nida-fazli,achchhii-nahiin-ye-khaamushii-shikva-karo-gila-karo-nida-fazli-ghazals
تم بھی بنا کے راستہ میرے لیے جگہ کرو,tum bhī banā ke rāsta mere liye jagah karo,nida-fazli,achchhii-nahiin-ye-khaamushii-shikva-karo-gila-karo-nida-fazli-ghazals
اپنا غم لے کے کہیں اور نہ جایا جائے,apnā ġham le ke kahīñ aur na jaayā jaa.e,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
گھر میں بکھری ہوئی چیزوں کو سجایا جائے,ghar meñ bikhrī huī chīzoñ ko sajāyā jaa.e,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
جن چراغوں کو ہواؤں کا کوئی خوف نہیں,jin charāġhoñ ko havāoñ kā koī ḳhauf nahīñ,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
ان چراغوں کو ہواؤں سے بچایا جائے,un charāġhoñ ko havāoñ se bachāyā jaa.e,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
خود کشی کرنے کی ہمت نہیں ہوتی سب میں,ḳhud-kushī karne kī himmat nahīñ hotī sab meñ,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
اور کچھ دن ابھی اوروں کو ستایا جائے,aur kuchh din abhī auroñ ko satāyā jaa.e,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
باغ میں جانے کے آداب ہوا کرتے ہیں,baaġh meñ jaane ke ādāb huā karte haiñ,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
کسی تتلی کو نہ پھولوں سے اڑایا جائے,kisī titlī ko na phūloñ se uḍāyā jaa.e,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
کیا ہوا شہر کو کچھ بھی تو دکھائی دے کہیں,kyā huā shahr ko kuchh bhī to dikhā.ī de kahīñ,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
یوں کیا جائے کبھی خود کو رلایا جائے,yuuñ kiyā jaa.e kabhī ḳhud ko rulāyā jaa.e,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
گھر سے مسجد ہے بہت دور چلو یوں کر لیں,ghar se masjid hai bahut duur chalo yuuñ kar leñ,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
کسی روتے ہوئے بچے کو ہنسایا جائے,kisī rote hue bachche ko hañsāyā jaa.e,nida-fazli,apnaa-gam-le-ke-kahiin-aur-na-jaayaa-jaae-nida-fazli-ghazals
اپنی مرضی سے کہاں اپنے سفر کے ہم ہیں,apnī marzī se kahāñ apne safar ke ham haiñ,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
رخ ہواؤں کا جدھر کا ہے ادھر کے ہم ہیں,ruḳh havāoñ kā jidhar kā hai udhar ke ham haiñ,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
پہلے ہر چیز تھی اپنی مگر اب لگتا ہے,pahle har chiiz thī apnī magar ab lagtā hai,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
اپنے ہی گھر میں کسی دوسرے گھر کے ہم ہیں,apne hī ghar meñ kisī dūsre ghar ke ham haiñ,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
وقت کے ساتھ ہے مٹی کا سفر صدیوں سے,vaqt ke saath hai mitī kā safar sadiyoñ se,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
کس کو معلوم کہاں کے ہیں کدھر کے ہم ہیں,kis ko mālūm kahāñ ke haiñ kidhar ke ham haiñ,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
چلتے رہتے ہیں کہ چلنا ہے مسافر کا نصیب,chalte rahte haiñ ki chalnā hai musāfir kā nasīb,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
سوچتے رہتے ہیں کس راہ گزر کے ہم ہیں,sochte rahte haiñ kis rāhguzar ke ham haiñ,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
ہم وہاں ہیں جہاں کچھ بھی نہیں رستہ نہ دیار,ham vahāñ haiñ jahāñ kuchh bhī nahīñ rasta na dayār,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
اپنے ہی کھوئے ہوئے شام و سحر کے ہم ہیں,apne hī kho.e hue shaam o sahar ke ham haiñ,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
گنتیوں میں ہی گنے جاتے ہیں ہر دور میں ہم,gintiyoñ meñ hī gine jaate haiñ har daur meñ ham,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
ہر قلم کار کی بے نام خبر کے ہم ہیں,har qalamkār kī be-nām ḳhabar ke ham haiñ,nida-fazli,apnii-marzii-se-kahaan-apne-safar-ke-ham-hain-nida-fazli-ghazals
بے نام سا یہ درد ٹھہر کیوں نہیں جاتا,be-nām sā ye dard thahar kyuuñ nahīñ jaatā,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
جو بیت گیا ہے وہ گزر کیوں نہیں جاتا,jo biit gayā hai vo guzar kyuuñ nahīñ jaatā,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
سب کچھ تو ہے کیا ڈھونڈھتی رہتی ہیں نگاہیں,sab kuchh to hai kyā dhūñdhtī rahtī haiñ nigāheñ,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
کیا بات ہے میں وقت پے گھر کیوں نہیں جاتا,kyā baat hai maiñ vaqt pe ghar kyuuñ nahīñ jaatā,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
وہ ایک ہی چہرہ تو نہیں سارے جہاں میں,vo ek hī chehra to nahīñ saare jahāñ meñ,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
جو دور ہے وہ دل سے اتر کیوں نہیں جاتا,jo duur hai vo dil se utar kyuuñ nahīñ jaatā,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
میں اپنی ہی الجھی ہوئی راہوں کا تماشہ,maiñ apnī hī uljhī huī rāhoñ kā tamāsha,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
جاتے ہیں جدھر سب میں ادھر کیوں نہیں جاتا,jaate haiñ jidhar sab maiñ udhar kyuuñ nahīñ jaatā,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
وہ خواب جو برسوں سے نہ چہرہ نہ بدن ہے,vo ḳhvāb jo barsoñ se na chehra na badan hai,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
وہ خواب ہواؤں میں بکھر کیوں نہیں جاتا,vo ḳhvāb havāoñ meñ bikhar kyuuñ nahīñ jaatā,nida-fazli,be-naam-saa-ye-dard-thahar-kyuun-nahiin-jaataa-nida-fazli-ghazals
بیسن کی سوندھی روٹی پر کھٹی چٹنی جیسی ماں,besan kī sauñdhī rotī par khattī chatnī jaisī maañ,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
یاد آتی ہے! چوکا باسن چمٹا پھکنی جیسی ماں,yaad aatī hai! chaukā bāsan chimtā phuknī jaisī maañ,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
بانس کی کھری کھاٹ کے اوپر ہر آہٹ پر کان دھرے,baañs kī kharrī khaat ke uupar har aahat par kaan dhare,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
آدھی سوئی آدھی جاگی تھکی دوپہری جیسی ماں,aadhī soī aadhī jaagī thakī do-pahrī jaisī maañ,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
چڑیوں کی چہکار میں گونجے رادھا موہن علی علی,chiḍiyoñ kī chahkār meñ gūñje rādhā mohan alī alī,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
مرغے کی آواز سے بجتی گھر کی کنڈی جیسی ماں,murġhe kī āvāz se bajtī ghar kī kundī jaisī maañ,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
بیوی بیٹی بہن پڑوسن تھوڑی تھوڑی سی سب میں,biivī betī bahan paḍosan thoḍī thoḍī sī sab meñ,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
دن بھر اک رسی کے اوپر چلتی نٹنی جیسی ماں,din bhar ik rassī ke uupar chaltī natnī jaisī maañ,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
بانٹ کے اپنا چہرہ ماتھا آنکھیں جانے کہاں گئی,baañt ke apnā chehra māthā āñkheñ jaane kahāñ ga.ī,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
پھٹے پرانے اک البم میں چنچل لڑکی جیسی ماں,phate purāne ik album meñ chanchal laḍkī jaisī maañ,nida-fazli,besan-kii-saundhii-rotii-par-khattii-chatnii-jaisii-maan-nida-fazli-ghazals
دریا ہو یا پہاڑ ہو ٹکرانا چاہئے,dariyā ho yā pahāḍ ho takrānā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
جب تک نہ سانس ٹوٹے جیے جانا چاہئے,jab tak na saañs tuute jiye jaanā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
یوں تو قدم قدم پہ ہے دیوار سامنے,yuuñ to qadam qadam pe hai dīvār sāmne,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
کوئی نہ ہو تو خود سے الجھ جانا چاہئے,koī na ho to ḳhud se ulajh jaanā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
جھکتی ہوئی نظر ہو کہ سمٹا ہوا بدن,jhuktī huī nazar ho ki simtā huā badan,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
ہر رس بھری گھٹا کو برس جانا چاہئے,har ras-bharī ghatā ko baras jaanā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
چوراہے باغ بلڈنگیں سب شہر تو نہیں,chaurāhe baaġh buildingeñ sab shahr to nahīñ,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
کچھ ایسے ویسے لوگوں سے یارانا چاہئے,kuchh aise vaise logoñ se yārānā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
اپنی تلاش اپنی نظر اپنا تجربہ,apnī talāsh apnī nazar apnā tajraba,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
رستہ ہو چاہے صاف بھٹک جانا چاہئے,rasta ho chāhe saaf bhatak jaanā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
چپ چپ مکان راستے گم سم نڈھال وقت,chup chup makān rāste gum-sum nidhāl vaqt,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
اس شہر کے لیے کوئی دیوانا چاہئے,is shahr ke liye koī dīvānā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
بجلی کا قمقمہ نہ ہو کالا دھواں تو ہو,bijlī kā qumquma na ho kaalā dhuāñ to ho,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
یہ بھی اگر نہیں ہو تو بجھ جانا چاہئے,ye bhī agar nahīñ ho to bujh jaanā chāhiye,nida-fazli,dariyaa-ho-yaa-pahaad-ho-takraanaa-chaahiye-nida-fazli-ghazals
دیکھا ہوا سا کچھ ہے تو سوچا ہوا سا کچھ,dekhā huā sā kuchh hai to sochā huā sā kuchh,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
ہر وقت میرے ساتھ ہے الجھا ہوا سا کچھ,har vaqt mere saath hai uljhā huā sā kuchh,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
ہوتا ہے یوں بھی راستہ کھلتا نہیں کہیں,hotā hai yuuñ bhī rāsta khultā nahīñ kahīñ,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
جنگل سا پھیل جاتا ہے کھویا ہوا سا کچھ,jañgal sā phail jaatā hai khoyā huā sā kuchh,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
ساحل کی گیلی ریت پر بچوں کے کھیل سا,sāhil kī giilī ret par bachchoñ ke khel sā,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
ہر لمحہ مجھ میں بنتا بکھرتا ہوا سا کچھ,har lamha mujh meñ bantā bikhartā huā sā kuchh,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
فرصت نے آج گھر کو سجایا کچھ اس طرح,fursat ne aaj ghar ko sajāyā kuchh is tarah,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
ہر شے سے مسکراتا ہے روتا ہوا سا کچھ,har shai se muskurātā hai rotā huā sā kuchh,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
دھندلی سی ایک یاد کسی قبر کا دیا,dhundlī sī ek yaad kisī qabr kā diyā,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
اور میرے آس پاس چمکتا ہوا سا کچھ,aur mere ās-pās chamaktā huā sā kuchh,nida-fazli,dekhaa-huaa-saa-kuchh-hai-to-sochaa-huaa-saa-kuchh-nida-fazli-ghazals
دھوپ میں نکلو گھٹاؤں میں نہا کر دیکھو,dhuup meñ niklo ghatāoñ meñ nahā kar dekho,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
زندگی کیا ہے کتابوں کو ہٹا کر دیکھو,zindagī kyā hai kitāboñ ko hatā kar dekho,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
صرف آنکھوں سے ہی دنیا نہیں دیکھی جاتی,sirf āñkhoñ se hī duniyā nahīñ dekhī jaatī,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
دل کی دھڑکن کو بھی بینائی بنا کر دیکھو,dil kī dhaḍkan ko bhī bīnā.ī banā kar dekho,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
پتھروں میں بھی زباں ہوتی ہے دل ہوتے ہیں,pattharoñ meñ bhī zabāñ hotī hai dil hote haiñ,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
اپنے گھر کے در و دیوار سجا کر دیکھو,apne ghar ke dar-o-dīvār sajā kar dekho,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
وہ ستارہ ہے چمکنے دو یوں ہی آنکھوں میں,vo sitāra hai chamakne do yūñhī āñkhoñ meñ,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
کیا ضروری ہے اسے جسم بنا کر دیکھو,kyā zarūrī hai use jism banā kar dekho,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
فاصلہ نظروں کا دھوکہ بھی تو ہو سکتا ہے,fāsla nazroñ kā dhoka bhī to ho saktā hai,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
وہ ملے یا نہ ملے ہاتھ بڑھا کر دیکھو,vo mile yā na mile haath baḍhā kar dekho,nida-fazli,dhuup-men-niklo-ghataaon-men-nahaa-kar-dekho-nida-fazli-ghazals
دل میں نہ ہو جرأت تو محبت نہیں ملتی,dil meñ na ho jur.at to mohabbat nahīñ miltī,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
خیرات میں اتنی بڑی دولت نہیں ملتی,ḳhairāt meñ itnī baḍī daulat nahīñ miltī,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
کچھ لوگ یوں ہی شہر میں ہم سے بھی خفا ہیں,kuchh log yūñhī shahr meñ ham se bhī ḳhafā haiñ,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
ہر ایک سے اپنی بھی طبیعت نہیں ملتی,har ek se apnī bhī tabī.at nahīñ miltī,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
دیکھا ہے جسے میں نے کوئی اور تھا شاید,dekhā hai jise maiñ ne koī aur thā shāyad,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
وہ کون تھا جس سے تری صورت نہیں ملتی,vo kaun thā jis se tirī sūrat nahīñ miltī,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
ہنستے ہوئے چہروں سے ہے بازار کی زینت,hañste hue chehroñ se hai bāzār kī zīnat,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
رونے کی یہاں ویسے بھی فرصت نہیں ملتی,rone kī yahāñ vaise bhī fursat nahīñ miltī,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
نکلا کرو یہ شمع لیے گھر سے بھی باہر,niklā karo ye sham.a liye ghar se bhī bāhar,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
کمرے میں سجانے کو مصیبت نہیں ملتی,kamre meñ sajāne ko musībat nahīñ miltī,nida-fazli,dil-men-na-ho-jurat-to-mohabbat-nahiin-miltii-nida-fazli-ghazals
دن سلیقے سے اگا رات ٹھکانے سے رہی,din salīqe se ugā raat thikāne se rahī,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
دوستی اپنی بھی کچھ روز زمانے سے رہی,dostī apnī bhī kuchh roz zamāne se rahī,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
چند لمحوں کو ہی بنتی ہیں مصور آنکھیں,chand lamhoñ ko hī bantī haiñ musavvir āñkheñ,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
زندگی روز تو تصویر بنانے سے رہی,zindagī roz to tasvīr banāne se rahī,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
اس اندھیرے میں تو ٹھوکر ہی اجالا دے گی,is añdhere meñ to thokar hī ujālā degī,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
رات جنگل میں کوئی شمع جلانے سے رہی,raat jañgal meñ koī sham.a jalāne se rahī,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
فاصلہ چاند بنا دیتا ہے ہر پتھر کو,fāsla chāñd banā detā hai har patthar ko,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
دور کی روشنی نزدیک تو آنے سے رہی,duur kī raushnī nazdīk to aane se rahī,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
شہر میں سب کو کہاں ملتی ہے رونے کی جگہ,shahr meñ sab ko kahāñ miltī hai rone kī jagah,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
اپنی عزت بھی یہاں ہنسنے ہنسانے سے رہی,apnī izzat bhī yahāñ hañsne hañsāne se rahī,nida-fazli,din-saliiqe-se-ugaa-raat-thikaane-se-rahii-nida-fazli-ghazals
دو چار گام راہ کو ہموار دیکھنا,do chaar gaam raah ko hamvār dekhnā,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
پھر ہر قدم پہ اک نئی دیوار دیکھنا,phir har qadam pe ik na.ī dīvār dekhnā,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
آنکھوں کی روشنی سے ہے ہر سنگ آئینہ,āñkhoñ kī raushnī se hai har sañg ā.īna,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
ہر آئنہ میں خود کو گنہ گار دیکھنا,har aa.ine meñ ḳhud ko gunahgār dekhnā,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
ہر آدمی میں ہوتے ہیں دس بیس آدمی,har aadmī meñ hote haiñ das biis aadmī,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
جس کو بھی دیکھنا ہو کئی بار دیکھنا,jis ko bhī dekhnā ho ka.ī baar dekhnā,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
میداں کی ہار جیت تو قسمت کی بات ہے,maidāñ kī haar jiit to qismat kī baat hai,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
ٹوٹی ہے کس کے ہاتھ میں تلوار دیکھنا,tuutī hai kis ke haath meñ talvār dekhnā,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
دریا کے اس کنارے ستارے بھی پھول بھی,dariyā ke is kināre sitāre bhī phuul bhī,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
دریا چڑھا ہوا ہو تو اس پار دیکھنا,dariyā chaḍhā huā ho to us paar dekhnā,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
اچھی نہیں ہے شہر کے رستوں سے دوستی,achchhī nahīñ hai shahr ke rastoñ se dostī,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
آنگن میں پھیل جائے نہ بازار دیکھنا,āñgan meñ phail jaa.e na bāzār dekhnā,nida-fazli,do-chaar-gaam-raah-ko-hamvaar-dekhnaa-nida-fazli-ghazals
دنیا جسے کہتے ہیں جادو کا کھلونا ہے,duniyā jise kahte haiñ jaadū kā khilaunā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
مل جائے تو مٹی ہے کھو جائے تو سونا ہے,mil jaa.e to mittī hai kho jaa.e to sonā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
اچھا سا کوئی موسم تنہا سا کوئی عالم,achchhā sā koī mausam tanhā sā koī aalam,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
ہر وقت کا رونا تو بے کار کا رونا ہے,har vaqt kā ronā to be-kār kā ronā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
برسات کا بادل تو دیوانہ ہے کیا جانے,barsāt kā bādal to dīvāna hai kyā jaane,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
کس راہ سے بچنا ہے کس چھت کو بھگونا ہے,kis raah se bachnā hai kis chhat ko bhigonā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
یہ وقت جو تیرا ہے یہ وقت جو میرا ہے,ye vaqt jo terā hai ye vaqt jo merā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
ہر گام پہ پہرا ہے پھر بھی اسے کھونا ہے,har gaam pe pahrā hai phir bhī ise khonā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
غم ہو کہ خوشی دونوں کچھ دور کے ساتھی ہیں,ġham ho ki ḳhushī donoñ kuchh duur ke sāthī haiñ,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
پھر رستہ ہی رستہ ہے ہنسنا ہے نہ رونا ہے,phir rasta hī rasta hai hañsnā hai na ronā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
آوارہ مزاجی نے پھیلا دیا آنگن کو,āvāra-mizājī ne phailā diyā āñgan ko,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
آکاش کی چادر ہے دھرتی کا بچھونا ہے,ākāsh kī chādar hai dhartī kā bichhaunā hai,nida-fazli,duniyaa-jise-kahte-hain-jaaduu-kaa-khilaunaa-hai-nida-fazli-ghazals
ایک ہی دھرتی ہم سب کا گھر جتنا تیرا اتنا میرا,ek hī dhartī ham sab kā ghar jitnā terā utnā merā,nida-fazli,ek-hii-dhartii-ham-sab-kaa-ghar-jitnaa-teraa-utnaa-meraa-nida-fazli-ghazals
دکھ سکھ کا یہ جنتر منتر جتنا تیرا اتنا میرا,dukh sukh kā ye jantar-mantar jitnā terā utnā merā,nida-fazli,ek-hii-dhartii-ham-sab-kaa-ghar-jitnaa-teraa-utnaa-meraa-nida-fazli-ghazals
گیہوں چاول بانٹنے والے جھوٹا تولیں تو کیا بولیں,gehūñ chāval bāñtne vaale jhūtā tauleñ to kyā boleñ,nida-fazli,ek-hii-dhartii-ham-sab-kaa-ghar-jitnaa-teraa-utnaa-meraa-nida-fazli-ghazals
